,unit,carriage,destination,origin,2019
817,MIO_TKM,HIRE,IE,FI,
818,MIO_TKM,HIRE,IE,FR,
819,MIO_TKM,HIRE,IE,HR,
820,MIO_TKM,HIRE,IE,HU,8.0
821,MIO_TKM,HIRE,IE,IT,
822,MIO_TKM,HIRE,IE,LT,49.0
823,MIO_TKM,HIRE,IE,LU,
824,MIO_TKM,HIRE,IE,LV,
825,MIO_TKM,HIRE,IE,NL,64.0
826,MIO_TKM,HIRE,IE,NO,
827,MIO_TKM,HIRE,IE,PL,223.0
828,MIO_TKM,HIRE,IE,PT,
829,MIO_TKM,HIRE,IE,RO,
830,MIO_TKM,HIRE,IE,SE,
831,MIO_TKM,HIRE,IE,SI,
832,MIO_TKM,HIRE,IE,SK,
833,MIO_TKM,HIRE,IE,UK,797.0
847,MIO_TKM,HIRE,IT,AT,806.0
848,MIO_TKM,HIRE,IT,BE,135.0
849,MIO_TKM,HIRE,IT,BG,353.0
850,MIO_TKM,HIRE,IT,CH,43.0
851,MIO_TKM,HIRE,IT,CY,0.0
852,MIO_TKM,HIRE,IT,CZ,457.0
853,MIO_TKM,HIRE,IT,DE,1649.0
854,MIO_TKM,HIRE,IT,DK,56.0
855,MIO_TKM,HIRE,IT,EE,41.0
856,MIO_TKM,HIRE,IT,EL,892.0
857,MIO_TKM,HIRE,IT,ES,3729.0
859,MIO_TKM,HIRE,IT,FI,
860,MIO_TKM,HIRE,IT,FR,981.0
861,MIO_TKM,HIRE,IT,HR,997.0
862,MIO_TKM,HIRE,IT,HU,1421.0
863,MIO_TKM,HIRE,IT,IE,38.0
864,MIO_TKM,HIRE,IT,LI,
865,MIO_TKM,HIRE,IT,LT,1178.0
866,MIO_TKM,HIRE,IT,LU,24.0
867,MIO_TKM,HIRE,IT,LV,216.0
868,MIO_TKM,HIRE,IT,NL,370.0
869,MIO_TKM,HIRE,IT,NO,6.0
870,MIO_TKM,HIRE,IT,PL,6063.0
871,MIO_TKM,HIRE,IT,PT,374.0
872,MIO_TKM,HIRE,IT,RO,1703.0
873,MIO_TKM,HIRE,IT,SE,14.0
874,MIO_TKM,HIRE,IT,SI,1216.0
875,MIO_TKM,HIRE,IT,SK,791.0
876,MIO_TKM,HIRE,IT,UK,170.0
894,MIO_TKM,HIRE,LI,AT,4.0
895,MIO_TKM,HIRE,LI,BE,
896,MIO_TKM,HIRE,LI,CH,12.0
897,MIO_TKM,HIRE,LI,CZ,
898,MIO_TKM,HIRE,LI,DE,17.0
899,MIO_TKM,HIRE,LI,EE,
900,MIO_TKM,HIRE,LI,ES,29.0
901,MIO_TKM,HIRE,LI,FR,
902,MIO_TKM,HIRE,LI,HR,
903,MIO_TKM,HIRE,LI,HU,3.0
904,MIO_TKM,HIRE,LI,IT,
905,MIO_TKM,HIRE,LI,NL,8.0
906,MIO_TKM,HIRE,LI,NO,
907,MIO_TKM,HIRE,LI,PL,
908,MIO_TKM,HIRE,LI,SI,5.0
909,MIO_TKM,HIRE,LI,SK,
910,MIO_TKM,HIRE,LT,AT,
911,MIO_TKM,HIRE,LT,BE,
912,MIO_TKM,HIRE,LT,BG,12.0
913,MIO_TKM,HIRE,LT,CY,0.0
914,MIO_TKM,HIRE,LT,CZ,4.0
915,MIO_TKM,HIRE,LT,DE,8.0
916,MIO_TKM,HIRE,LT,DK,
917,MIO_TKM,HIRE,LT,EE,29.0
918,MIO_TKM,HIRE,LT,EL,
919,MIO_TKM,HIRE,LT,ES,4.0
920,MIO_TKM,HIRE,LT,FI,
921,MIO_TKM,HIRE,LT,FR,
922,MIO_TKM,HIRE,LT,HR,11.0
923,MIO_TKM,HIRE,LT,HU,4.0
924,MIO_TKM,HIRE,LT,IE,
925,MIO_TKM,HIRE,LT,IT,
926,MIO_TKM,HIRE,LT,LV,178.0
927,MIO_TKM,HIRE,LT,NL,6.0
928,MIO_TKM,HIRE,LT,NO,
929,MIO_TKM,HIRE,LT,PL,1224.0
930,MIO_TKM,HIRE,LT,PT,
931,MIO_TKM,HIRE,LT,RO,32.0
932,MIO_TKM,HIRE,LT,SE,
933,MIO_TKM,HIRE,LT,SI,8.0
934,MIO_TKM,HIRE,LT,SK,
935,MIO_TKM,HIRE,LT,UK,3.0
936,MIO_TKM,HIRE,LU,AT,1.0
937,MIO_TKM,HIRE,LU,BE,190.0
938,MIO_TKM,HIRE,LU,BG,
939,MIO_TKM,HIRE,LU,CH,0.0
940,MIO_TKM,HIRE,LU,CZ,0.0
941,MIO_TKM,HIRE,LU,DE,506.0
942,MIO_TKM,HIRE,LU,DK,
943,MIO_TKM,HIRE,LU,EE,
944,MIO_TKM,HIRE,LU,EL,
945,MIO_TKM,HIRE,LU,ES,11.0
947,MIO_TKM,HIRE,LU,FI,
948,MIO_TKM,HIRE,LU,FR,240.0
949,MIO_TKM,HIRE,LU,HR,14.0
950,MIO_TKM,HIRE,LU,HU,28.0
951,MIO_TKM,HIRE,LU,IE,10.0
952,MIO_TKM,HIRE,LU,IT,46.0
953,MIO_TKM,HIRE,LU,LI,
954,MIO_TKM,HIRE,LU,LT,
955,MIO_TKM,HIRE,LU,LV,27.0
956,MIO_TKM,HIRE,LU,NL,103.0
957,MIO_TKM,HIRE,LU,NO,5.0
958,MIO_TKM,HIRE,LU,PL,140.0
959,MIO_TKM,HIRE,LU,PT,38.0
960,MIO_TKM,HIRE,LU,RO,
961,MIO_TKM,HIRE,LU,SE,77.0
962,MIO_TKM,HIRE,LU,SI,
963,MIO_TKM,HIRE,LU,SK,24.0
964,MIO_TKM,HIRE,LU,UK,17.0
965,MIO_TKM,HIRE,LV,AT,
966,MIO_TKM,HIRE,LV,BG,
967,MIO_TKM,HIRE,LV,CH,
968,MIO_TKM,HIRE,LV,CY,0.0
969,MIO_TKM,HIRE,LV,CZ,
970,MIO_TKM,HIRE,LV,DE,
971,MIO_TKM,HIRE,LV,DK,
972,MIO_TKM,HIRE,LV,EE,108.0
973,MIO_TKM,HIRE,LV,EL,
974,MIO_TKM,HIRE,LV,FI,17.0
975,MIO_TKM,HIRE,LV,FR,
976,MIO_TKM,HIRE,LV,HR,
977,MIO_TKM,HIRE,LV,HU,11.0
978,MIO_TKM,HIRE,LV,IT,
979,MIO_TKM,HIRE,LV,LT,375.0
980,MIO_TKM,HIRE,LV,NL,
981,MIO_TKM,HIRE,LV,NO,
982,MIO_TKM,HIRE,LV,PL,274.0
983,MIO_TKM,HIRE,LV,SE,
984,MIO_TKM,HIRE,LV,SI,13.0
985,MIO_TKM,HIRE,LV,SK,0.0
986,MIO_TKM,HIRE,LV,UK,
1057,MIO_TKM,HIRE,NL,AT,62.0
1058,MIO_TKM,HIRE,NL,BE,807.0
1059,MIO_TKM,HIRE,NL,BG,77.0
1060,MIO_TKM,HIRE,NL,CH,13.0
1061,MIO_TKM,HIRE,NL,CY,1.0
1062,MIO_TKM,HIRE,NL,CZ,304.0
1063,MIO_TKM,HIRE,NL,DE,2741.0
1064,MIO_TKM,HIRE,NL,DK,79.0
1065,MIO_TKM,HIRE,NL,EE,54.0
1066,MIO_TKM,HIRE,NL,EL,533.0
1067,MIO_TKM,HIRE,NL,ES,3586.0
1069,MIO_TKM,HIRE,NL,FI,
1070,MIO_TKM,HIRE,NL,FR,254.0
1071,MIO_TKM,HIRE,NL,HR,68.0
1072,MIO_TKM,HIRE,NL,HU,279.0
1073,MIO_TKM,HIRE,NL,IE,67.0
1074,MIO_TKM,HIRE,NL,IT,387.0
1075,MIO_TKM,HIRE,NL,LI,
1076,MIO_TKM,HIRE,NL,LT,272.0
1077,MIO_TKM,HIRE,NL,LU,58.0
1078,MIO_TKM,HIRE,NL,LV,212.0
1079,MIO_TKM,HIRE,NL,NO,37.0
1080,MIO_TKM,HIRE,NL,PL,3701.0
1081,MIO_TKM,HIRE,NL,PT,202.0
1082,MIO_TKM,HIRE,NL,RO,424.0
1083,MIO_TKM,HIRE,NL,SE,37.0
1084,MIO_TKM,HIRE,NL,SI,214.0
1085,MIO_TKM,HIRE,NL,SK,247.0
1086,MIO_TKM,HIRE,NL,UK,226.0
1087,MIO_TKM,HIRE,NO,AT,17.0
1088,MIO_TKM,HIRE,NO,BE,
1089,MIO_TKM,HIRE,NO,BG,
1090,MIO_TKM,HIRE,NO,CH,
1091,MIO_TKM,HIRE,NO,CY,
1092,MIO_TKM,HIRE,NO,CZ,45.0
1093,MIO_TKM,HIRE,NO,DE,106.0
1094,MIO_TKM,HIRE,NO,DK,400.0
1095,MIO_TKM,HIRE,NO,EE,15.0
1096,MIO_TKM,HIRE,NO,EL,
1097,MIO_TKM,HIRE,NO,ES,166.0
1099,MIO_TKM,HIRE,NO,FI,120.0
1100,MIO_TKM,HIRE,NO,FR,
1101,MIO_TKM,HIRE,NO,HR,
1102,MIO_TKM,HIRE,NO,HU,23.0
1103,MIO_TKM,HIRE,NO,IE,
1104,MIO_TKM,HIRE,NO,IT,
1105,MIO_TKM,HIRE,NO,LT,125.0
1106,MIO_TKM,HIRE,NO,LU,0.0
1107,MIO_TKM,HIRE,NO,LV,86.0
1108,MIO_TKM,HIRE,NO,NL,194.0
1109,MIO_TKM,HIRE,NO,PL,203.0
1110,MIO_TKM,HIRE,NO,PT,7.0
1111,MIO_TKM,HIRE,NO,RO,10.0
1112,MIO_TKM,HIRE,NO,SE,646.0
1113,MIO_TKM,HIRE,NO,SI,36.0
1114,MIO_TKM,HIRE,NO,SK,6.0
1115,MIO_TKM,HIRE,NO,UK,3.0
1126,MIO_TKM,HIRE,PL,AT,10.0
1127,MIO_TKM,HIRE,PL,BE,36.0
1128,MIO_TKM,HIRE,PL,BG,144.0
1129,MIO_TKM,HIRE,PL,CH,
1130,MIO_TKM,HIRE,PL,CY,0.0
1131,MIO_TKM,HIRE,PL,CZ,201.0
1132,MIO_TKM,HIRE,PL,DE,432.0
1133,MIO_TKM,HIRE,PL,DK,45.0
1134,MIO_TKM,HIRE,PL,EE,41.0
1135,MIO_TKM,HIRE,PL,EL,156.0
1136,MIO_TKM,HIRE,PL,ES,451.0
1138,MIO_TKM,HIRE,PL,FI,
1139,MIO_TKM,HIRE,PL,FR,51.0
1140,MIO_TKM,HIRE,PL,HR,30.0
1141,MIO_TKM,HIRE,PL,HU,149.0
1142,MIO_TKM,HIRE,PL,IE,
1143,MIO_TKM,HIRE,PL,IT,28.0
1144,MIO_TKM,HIRE,PL,LT,252.0
1145,MIO_TKM,HIRE,PL,LU,2.0
1146,MIO_TKM,HIRE,PL,LV,36.0
1147,MIO_TKM,HIRE,PL,NL,41.0
1148,MIO_TKM,HIRE,PL,NO,
1149,MIO_TKM,HIRE,PL,PT,61.0
1150,MIO_TKM,HIRE,PL,RO,325.0
1151,MIO_TKM,HIRE,PL,SE,1.0
1152,MIO_TKM,HIRE,PL,SI,121.0
1153,MIO_TKM,HIRE,PL,SK,167.0
1154,MIO_TKM,HIRE,PL,UK,12.0
1155,MIO_TKM,HIRE,PT,AT,
1156,MIO_TKM,HIRE,PT,BE,31.0
1157,MIO_TKM,HIRE,PT,BG,36.0
1158,MIO_TKM,HIRE,PT,CH,
1159,MIO_TKM,HIRE,PT,CY,0.0
1160,MIO_TKM,HIRE,PT,CZ,26.0
1161,MIO_TKM,HIRE,PT,DE,306.0
1162,MIO_TKM,HIRE,PT,DK,
1163,MIO_TKM,HIRE,PT,EE,
1164,MIO_TKM,HIRE,PT,EL,83.0
1165,MIO_TKM,HIRE,PT,ES,3140.0
1167,MIO_TKM,HIRE,PT,FI,
1168,MIO_TKM,HIRE,PT,FR,1.0
1169,MIO_TKM,HIRE,PT,HR,
1170,MIO_TKM,HIRE,PT,HU,39.0
1171,MIO_TKM,HIRE,PT,IE,13.0
1172,MIO_TKM,HIRE,PT,IT,67.0
1173,MIO_TKM,HIRE,PT,LT,46.0
1174,MIO_TKM,HIRE,PT,LU,
1175,MIO_TKM,HIRE,PT,LV,
1176,MIO_TKM,HIRE,PT,NL,13.0
1177,MIO_TKM,HIRE,PT,NO,
1178,MIO_TKM,HIRE,PT,PL,219.0
1179,MIO_TKM,HIRE,PT,RO,18.0
1180,MIO_TKM,HIRE,PT,SE,
1181,MIO_TKM,HIRE,PT,SI,16.0
1182,MIO_TKM,HIRE,PT,SK,
1183,MIO_TKM,HIRE,PT,UK,9.0
1184,MIO_TKM,HIRE,RO,AT,
1185,MIO_TKM,HIRE,RO,BE,
1186,MIO_TKM,HIRE,RO,BG,297.0
1187,MIO_TKM,HIRE,RO,CH,
1188,MIO_TKM,HIRE,RO,CY,0.0
1189,MIO_TKM,HIRE,RO,CZ,17.0
1190,MIO_TKM,HIRE,RO,DE,32.0
1191,MIO_TKM,HIRE,RO,DK,
1192,MIO_TKM,HIRE,RO,EE,
1193,MIO_TKM,HIRE,RO,EL,141.0
1194,MIO_TKM,HIRE,RO,ES,13.0
1196,MIO_TKM,HIRE,RO,FI,
1197,MIO_TKM,HIRE,RO,FR,
1198,MIO_TKM,HIRE,RO,HR,21.0
1199,MIO_TKM,HIRE,RO,HU,231.0
1200,MIO_TKM,HIRE,RO,IE,10.0
1201,MIO_TKM,HIRE,RO,IT,8.0
1202,MIO_TKM,HIRE,RO,LI,
1203,MIO_TKM,HIRE,RO,LT,30.0
1204,MIO_TKM,HIRE,RO,LU,
1205,MIO_TKM,HIRE,RO,LV,20.0
1206,MIO_TKM,HIRE,RO,NL,15.0
1207,MIO_TKM,HIRE,RO,NO,
1208,MIO_TKM,HIRE,RO,PL,1617.0
1209,MIO_TKM,HIRE,RO,PT,
1210,MIO_TKM,HIRE,RO,SE,
1211,MIO_TKM,HIRE,RO,SI,25.0
1212,MIO_TKM,HIRE,RO,SK,163.0
1213,MIO_TKM,HIRE,RO,UK,
1284,MIO_TKM,HIRE,SE,AT,45.0
1285,MIO_TKM,HIRE,SE,BE,
1286,MIO_TKM,HIRE,SE,BG,107.0
1287,MIO_TKM,HIRE,SE,CH,
1288,MIO_TKM,HIRE,SE,CY,1.0
1289,MIO_TKM,HIRE,SE,CZ,73.0
1290,MIO_TKM,HIRE,SE,DE,270.0
1291,MIO_TKM,HIRE,SE,DK,643.0
1292,MIO_TKM,HIRE,SE,EE,88.0
1293,MIO_TKM,HIRE,SE,EL,72.0
1294,MIO_TKM,HIRE,SE,ES,366.0
1296,MIO_TKM,HIRE,SE,FI,692.0
1297,MIO_TKM,HIRE,SE,FR,
1298,MIO_TKM,HIRE,SE,HR,13.0
1299,MIO_TKM,HIRE,SE,HU,30.0
1300,MIO_TKM,HIRE,SE,IE,15.0
1301,MIO_TKM,HIRE,SE,IT,133.0
1302,MIO_TKM,HIRE,SE,LI,
1303,MIO_TKM,HIRE,SE,LT,177.0
1304,MIO_TKM,HIRE,SE,LU,
1305,MIO_TKM,HIRE,SE,LV,90.0
1306,MIO_TKM,HIRE,SE,NL,723.0
1307,MIO_TKM,HIRE,SE,NO,702.0
1308,MIO_TKM,HIRE,SE,PL,1779.0
1309,MIO_TKM,HIRE,SE,PT,60.0
1310,MIO_TKM,HIRE,SE,RO,156.0
1311,MIO_TKM,HIRE,SE,SI,53.0
1312,MIO_TKM,HIRE,SE,SK,57.0
1313,MIO_TKM,HIRE,SE,UK,15.0
1314,MIO_TKM,HIRE,SI,AT,27.0
1315,MIO_TKM,HIRE,SI,BE,5.0
1316,MIO_TKM,HIRE,SI,BG,18.0
1317,MIO_TKM,HIRE,SI,CZ,33.0
1318,MIO_TKM,HIRE,SI,DE,25.0
1319,MIO_TKM,HIRE,SI,DK,
1320,MIO_TKM,HIRE,SI,EE,
1321,MIO_TKM,HIRE,SI,EL,
1322,MIO_TKM,HIRE,SI,ES,
1323,MIO_TKM,HIRE,SI,FI,
1324,MIO_TKM,HIRE,SI,FR,
1325,MIO_TKM,HIRE,SI,HR,184.0
1326,MIO_TKM,HIRE,SI,HU,141.0
1327,MIO_TKM,HIRE,SI,IE,
1328,MIO_TKM,HIRE,SI,IT,35.0
1329,MIO_TKM,HIRE,SI,LI,
1330,MIO_TKM,HIRE,SI,LT,38.0
1331,MIO_TKM,HIRE,SI,LU,
1332,MIO_TKM,HIRE,SI,LV,63.0
1333,MIO_TKM,HIRE,SI,NL,8.0
1334,MIO_TKM,HIRE,SI,NO,
1335,MIO_TKM,HIRE,SI,PL,668.0
1336,MIO_TKM,HIRE,SI,PT,15.0
1337,MIO_TKM,HIRE,SI,RO,43.0
1338,MIO_TKM,HIRE,SI,SE,
1339,MIO_TKM,HIRE,SI,SK,81.0
1340,MIO_TKM,HIRE,SI,UK,
1341,MIO_TKM,HIRE,SK,AT,33.0
1342,MIO_TKM,HIRE,SK,BE,
1343,MIO_TKM,HIRE,SK,BG,28.0
1344,MIO_TKM,HIRE,SK,CY,0.0
1345,MIO_TKM,HIRE,SK,CZ,631.0
1346,MIO_TKM,HIRE,SK,DE,59.0
1347,MIO_TKM,HIRE,SK,DK,
1348,MIO_TKM,HIRE,SK,EE,
1349,MIO_TKM,HIRE,SK,EL,39.0
1350,MIO_TKM,HIRE,SK,ES,45.0
1351,MIO_TKM,HIRE,SK,FI,
1352,MIO_TKM,HIRE,SK,FR,
1353,MIO_TKM,HIRE,SK,HR,21.0
1354,MIO_TKM,HIRE,SK,HU,243.0
1355,MIO_TKM,HIRE,SK,IE,
1356,MIO_TKM,HIRE,SK,IT,10.0
1357,MIO_TKM,HIRE,SK,LT,28.0
1358,MIO_TKM,HIRE,SK,LU,
1359,MIO_TKM,HIRE,SK,LV,
1360,MIO_TKM,HIRE,SK,NL,7.0
1361,MIO_TKM,HIRE,SK,NO,
1362,MIO_TKM,HIRE,SK,PL,1731.0
1363,MIO_TKM,HIRE,SK,PT,30.0
1364,MIO_TKM,HIRE,SK,RO,126.0
1365,MIO_TKM,HIRE,SK,SE,
1366,MIO_TKM,HIRE,SK,SI,65.0
1367,MIO_TKM,HIRE,SK,UK,13.0
1443,MIO_TKM,HIRE,UK,AT,36.0
1444,MIO_TKM,HIRE,UK,BE,152.0
1445,MIO_TKM,HIRE,UK,BG,45.0
1446,MIO_TKM,HIRE,UK,CH,20.0
1447,MIO_TKM,HIRE,UK,CY,9.0
1448,MIO_TKM,HIRE,UK,CZ,137.0
1449,MIO_TKM,HIRE,UK,DE,689.0
1450,MIO_TKM,HIRE,UK,DK,65.0
1451,MIO_TKM,HIRE,UK,EE,
1452,MIO_TKM,HIRE,UK,EL,289.0
1453,MIO_TKM,HIRE,UK,ES,4054.0
1455,MIO_TKM,HIRE,UK,FI,
1456,MIO_TKM,HIRE,UK,FR,266.0
1457,MIO_TKM,HIRE,UK,HR,58.0
1458,MIO_TKM,HIRE,UK,HU,273.0
1459,MIO_TKM,HIRE,UK,IE,512.0
1460,MIO_TKM,HIRE,UK,IT,308.0
1461,MIO_TKM,HIRE,UK,LI,
1462,MIO_TKM,HIRE,UK,LT,307.0
1463,MIO_TKM,HIRE,UK,LU,3.0
1464,MIO_TKM,HIRE,UK,LV,5.0
1465,MIO_TKM,HIRE,UK,NL,769.0
1466,MIO_TKM,HIRE,UK,NO,
1467,MIO_TKM,HIRE,UK,PL,4602.0
1468,MIO_TKM,HIRE,UK,PT,460.0
1469,MIO_TKM,HIRE,UK,RO,211.0
1470,MIO_TKM,HIRE,UK,SE,
1471,MIO_TKM,HIRE,UK,SI,121.0
1472,MIO_TKM,HIRE,UK,SK,353.0
